"Run","Source","Vp","mean","H2","Va","CVa"
67,"Pooled",1.11747193604591,28.12277972035,0.396,0.44251888667418,0.0236541670965511
68,"Pooled",0.331627427730034,27.4743221562187,0.396,0.131324461381094,0.0131900313497103
69,"Pooled",3.42675707799242,25.8330333728212,0.396,1.356995802885,0.0450934898420342
70,"Pooled",2.47068318931869,26.94678643438,0.396,0.978390542970201,0.0367070212057413
71,"Pooled",3.88125181063307,25.9125,0.396,1.5369757170107,0.0478436371416109
72,"Pooled",0.450195327119873,26.769453303999,0.396,0.17827734953947,0.0157727922266367
73,"Pooled",3.34909282053269,26.0975,0.396,1.32624075693094,0.0441278002713276
74,"Pooled",4.17273527972499,26.6651431728736,0.396,1.65240317077109,0.0482074422825209
75,"Pooled",0.716825281390876,26.3863150875032,0.396,0.283862811430787,0.0201918218433576
76,"Pooled",0.37545285010556,26.7897727272727,0.396,0.148679328641802,0.0143931637524225
77,"Pooled",0.959318424430732,26.9722081664377,0.396,0.37989009607457,0.0228513826599666
78,"Pooled",1.46550279677592,26.946062346253,0.396,0.580339107523266,0.0282712888904198
79,"Pooled",2.96239575359496,26.0225,0.396,1.1731087184236,0.0416217286949819
80,"Pooled",3.98733752693827,26.6683383951899,0.396,1.57898566066755,0.0471186822019479
81,"Pooled",0.608285075497128,26.8617647058823,0.396,0.240880889896863,0.0182711815459832
82,"Pooled",1.64518724688992,26.2581328036911,0.396,0.65149414976841,0.030739119240298
83,"Pooled",1.0645041213261,25.9763579768509,0.396,0.421543632045137,0.0249944166975278
84,"Pooled",1.20354637218022,26.2052023121387,0.396,0.476604363383366,0.0263445927929249
85,"Pooled",0.33346657704256,26.5595238095238,0.396,0.132052764508854,0.0136821221874341
86,"Pooled",6.72221159253908,26.4025,0.396,2.66199579064548,0.0617957533258203
87,"Pooled",5.48915880949443,24.9175,0.396,2.1737068885598,0.0591692444810769
88,"Pooled",1.51235658140508,26.7877224869636,0.396,0.59889320623641,0.0288894252783533
89,"Pooled",2.65180815907768,26.035,0.396,1.05011603099476,0.0393605412851944
90,"Pooled",8.49761075807861,26.3775,0.396,3.36505386019913,0.0695444342102323
91,"Pooled",4.79268097747302,26.175,0.396,1.89790166707932,0.0526320351325307
92,"Pooled",3.96774167792024,25.63,0.396,1.57122570445641,0.0489069614714992
93,"Pooled",0.663698292853166,26.4197758219122,0.396,0.262824523969854,0.0194045606933413
94,"Pooled",4.2148140458613,26.6857326437667,0.396,1.66906636216107,0.0484125180204084
95,"Pooled",3.19692405496992,26.5884402301229,0.396,1.26598192576809,0.0423175866186113
96,"Pooled",3.4181995254249,26.5751582234188,0.396,1.35360701206826,0.0437794638697265
97,"Pooled",4.02229229958352,26.255,0.396,1.59282775063508,0.0480698076275463
98,"Pooled",1.79695766026288,26.6675,0.396,0.7115952334641,0.0316325505996692
99,"Pooled",0.631927050190421,26.5941246202266,0.396,0.250243111875407,0.0188102846002412
100,"Pooled",5.06939590495479,25.5325,0.396,2.0074807783621,0.0554922529460697
101,"Pooled",3.57984927726107,26.3470633457073,0.396,1.41762031379538,0.0451905626190287
102,"Pooled",4.83066284910225,26.9047822618734,0.396,1.91294248824449,0.0514069070636482
103,"Pooled",1.16954558580444,27.1298071089787,0.396,0.463140051978557,0.0250847319180055
104,"Pooled",2.64103744073411,26.7754658509759,0.396,1.04585082653071,0.0381942368021501
105,"Pooled",3.24199868612816,27.1350866928417,0.396,1.28383147970675,0.0417563757311203
106,"Pooled",2.57111208428101,26.1407420267303,0.396,1.01816038537528,0.0386002561381483
107,"Pooled",7.48322720052151,25.8625,0.396,2.96335797140652,0.0665612631187288
108,"Pooled",0.984434681734974,26.1966445812127,0.396,0.38983613396705,0.0238339145417407
109,"Pooled",5.76353714559818,25.48,0.396,2.28236070965688,0.059291538221946
110,"Pooled",7.29582320674922,25.4525,0.396,2.88914598987269,0.0667812121399406
111,"Pooled",1.73345801010999,26.3478832478723,0.396,0.686449372003555,0.0314455015244675
112,"Pooled",3.03125781927065,26.7017782265039,0.396,1.20037809643118,0.0410316372469652
113,"Pooled",3.51622114945777,25.82,0.396,1.39242357518528,0.0457013938591403
114,"Pooled",1.84821979342298,26.9,0.396,0.731895038195499,0.0318032952776762
115,"Pooled",1.07164702184418,26.6583333333333,0.396,0.424372220650293,0.0244365830998398
116,"Pooled",1.9201928575803,26.048196775095,0.396,0.760396371601799,0.0334766779178071
117,"Pooled",6.66780303274535,26.2775,0.396,2.64045000096716,0.0618379280088135
118,"Pooled",0.311472743828198,26.1477020341662,0.396,0.123343206555967,0.0134314868113656
119,"Pooled",1.96814203448215,26.7670323230928,0.396,0.779384245654932,0.0329818937302594
120,"Pooled",1.9400004593253,27.3216374269006,0.396,0.768240181892818,0.0320805485417327
121,"Pooled",1.9917368234587,26.8161340259629,0.396,0.788727782089647,0.0331182516472264
122,"Pooled",0.534449062820534,26.6149425287356,0.396,0.211641828876932,0.0172852322873578
123,"Pooled",3.38838933206977,26.744473012759,0.396,1.34180217549963,0.0433121957359911
124,"Pooled",0.762829559259272,26.85,0.396,0.302080505466672,0.0204699630923078
125,"Pooled",0.248853286559807,26.840782122905,0.396,0.0985459014776835,0.0116956433575274
126,"Pooled",0.406446777786269,26.1891891891892,0.396,0.160952924003363,0.0153188929907345
127,"Pooled",2.73092222789778,26.045,0.396,1.08144520224752,0.0399280313050728
128,"Pooled",5.62731509852585,25.8575,0.396,2.22841677901624,0.0577313451258273
129,"Pooled",0.357700005489468,27.1708505175092,0.396,0.141649202173829,0.0138517241178999
130,"Pooled",2.41283233733019,26.0338256766291,0.396,0.955481605582757,0.0375468210558158
131,"Pooled",1.42503639334615,27.1436228001998,0.396,0.564314411765076,0.0276753268901818
132,"Pooled",2.39364321421155,26.3154239321877,0.396,0.947882712827773,0.0369970358726918
133,"Pooled",0.352146552916926,26.3324022346369,0.396,0.139450034955103,0.0141813910661102
134,"Pooled",5.01512355515997,26.3156054542024,0.396,1.98598892784335,0.053551919847382
135,"Pooled",1.60557099580019,26.7394263511342,0.396,0.635806114336874,0.0298201802369149
136,"Pooled",0.914329843327284,26.7823127700297,0.396,0.362074617957604,0.0224673040693794
137,"Pooled",0.891438419455718,26.7081167340836,0.396,0.353009614104464,0.0222459010405488
138,"Pooled",0.545124897301846,26.423633833365,0.396,0.215869459331531,0.0175834082416926
